32.5,211.5
,19.9667
33.0,7.8958
30.5,7.75
24.0,69.3
31.0,10.5
16.0,9.2167
23.0,93.5
24.0,7.1417
40.0,27.7208
43.0,211.3375
26.0,16.1
34.0,26.0
28.0,26.55
25.0,55.4417
31.0,21.0
16.0,18.0
60.5,
62.0,26.55
34.0,6.4958
25.0,7.25
13.0,262.375
60.0,263.0
42.0,13.0
42.0,32.5
40.0,7.8958
39.0,13.0
29.0,7.75
25.0,26.0
,7.75
27.0,8.6625
56.0,30.6958
,15.2458
21.0,26.55
,51.8625
,7.75
48.0,34.375
23.0,10.5
,82.1708
,8.4583
36.0,39.0
39.0,29.7
34.0,26.55
40.0,134.5
,8.7125
,7.7333
24.0,60.0
,15.5
3.0,41.5792
38.0,227.525
14.0,46.9
16.0,34.375
21.0,7.25
40.0,31.0
31.0,28.5375
,15.1
57.0,13.0
40.0,46.9
46.0,26.0
23.0,13.0
28.5,27.7208
21.0,7.75
48.0,7.8542
32.5,13.0
27.0,7.8542
3.0,18.75
18.0,6.75
14.0,11.2417
,7.8958
54.0,77.2875
45.0,35.5
,14.5
21.0,11.5
50.0,28.7125
19.0,7.8792
58.0,153.4625
20.0,7.925
2.0,23.0
40.0,31.3875
3.0,31.3875
22.0,7.225
16.0,26.0
38.0,7.775
22.0,9.8375
,7.225
,89.1042
,26.0
18.0,13.0
30.0,7.6292
18.0,14.4542
60.0,76.2917
7.0,15.2458
23.0,11.5
18.0,10.5
36.0,75.2417
22.0,7.75
18.5,13.0
21.0,13.0
18.0,7.775
30.0,45.5
29.0,26.0
,25.4667
,7.8792
25.0,13.0
22.0,13.9
21.0,8.6625
12.0,39.0
,8.05
22.0,10.5
38.0,7.2292
9.0,20.525
4.0,27.9
21.0,10.5
,8.05
,7.8958
28.0,8.05
35.0,26.2875
31.0,7.7333
18.0,262.375
55.0,135.6333
28.0,7.8958
,30.0
26.0,7.925
7.0,26.25
31.0,7.75
46.0,79.2
25.0,9.5
29.0,10.5
,15.5
14.5,14.4542
34.0,13.0
28.0,7.8958
20.0,26.0
32.0,15.5
17.0,8.6625
35.0,7.8958
25.0,7.8958
28.0,33.0
16.0,8.05
19.0,26.2833
29.0,7.775
21.0,7.8
36.0,27.75
2.0,31.275
17.0,8.05
50.0,13.0
18.0,108.9
,7.7375
27.0,7.7958
,8.6625
11.5,14.5
18.0,53.1
43.0,8.05
30.0,27.75
30.0,86.5
38.0,13.0
51.0,39.4
6.0,12.475
28.0,13.0
39.0,31.275
,7.3125
,14.5
33.0,90.0
17.0,7.2292
32.0,56.4958
,110.8833
,69.55
0.6667,14.5
30.0,12.35
9.0,27.9
62.0,10.5
2.0,10.4625
62.0,9.6875
42.0,227.525
32.0,13.0
,7.75
,56.4958
34.5,6.4375
22.0,9.35
26.0,13.0
,15.5
21.0,7.65
,7.8958
17.0,7.8958
17.0,73.5
,26.55
,7.8292
24.0,26.0
19.0,30.0
36.0,120.0
30.0,8.6625
31.0,57.0
36.0,7.8958
31.0,113.275
11.0,120.0
31.0,37.0042
47.0,15.0
,8.7125
2.0,39.6875
24.0,16.1
54.0,59.4
32.0,13.0
54.0,14.0
40.5,14.5
16.0,86.5
24.0,10.5
21.0,7.775
,7.75
54.0,78.2667
58.0,29.7
39.0,26.0
13.0,20.25
16.0,7.75
25.0,151.55
,7.55
61.0,12.35
22.0,29.0
,51.8625
2.0,29.125
,7.75
20.0,7.925
,69.55
20.0,7.05
27.0,247.5208
19.0,10.5
,26.0
18.0,79.65
,146.5208
32.0,7.925
22.0,7.2292
20.0,13.8625
22.0,7.225
48.0,79.2
,56.4958
,50.0
51.0,7.0542
54.0,51.8625
,0.0
49.0,0.0
,7.75
53.0,27.4458
8.0,21.075
46.0,75.2417
2.0,20.2125
25.0,10.5
30.0,8.05
,7.7792
,7.8958
,7.75
30.0,24.15
,25.4667
,55.0
23.0,13.0
74.0,7.775
19.0,8.1583
,25.4667
,8.05
1.0,15.7417
22.0,31.5
28.0,7.7958
,39.6
26.0,30.0
24.0,247.5208
30.0,12.7375
41.0,13.0
67.0,221.7792
44.0,26.0
20.0,7.2292
0.9167,27.75
1.0,37.0042
45.0,52.5542
26.0,20.575
,35.5
29.0,21.0
18.5,7.2292
55.0,30.5
31.0,50.4958
,23.45
37.0,26.0
32.0,26.0
19.0,263.0
0.8333,9.35
,15.05
26.0,7.8958
22.0,7.725
25.0,26.0
33.0,151.55
52.0,13.0
,35.0
,7.8958
30.0,13.0
,7.2292
49.0,76.7292
63.0,9.5875
45.0,26.55
4.0,31.275
12.0,11.2417
44.0,57.9792
41.0,14.1083
32.0,7.925
,221.7792
,7.7292
26.0,7.8875
26.0,7.775
9.0,34.375
22.0,7.25
18.0,13.0
36.0,7.4958
,19.9667
,7.75
19.0,10.5
18.0,7.7958
,21.6792
33.0,5.0
65.0,26.55
30.0,13.8583
21.0,21.0
19.0,8.05
24.0,263.0
42.0,27.0
42.0,13.0
29.0,8.05
29.0,221.7792
42.0,42.5
,16.1
24.0,65.0
26.0,7.8542
25.0,7.775
39.0,7.2292
,7.8958
22.0,7.8958
,23.45
,23.25
56.0,26.55
,7.75
36.0,31.6792
,69.55
,7.8792
,6.4375
37.0,9.5875
35.0,26.55
13.0,31.3875
32.0,7.5792
27.0,26.0
35.0,135.6333
30.0,13.0
32.0,8.05
,7.8958
,7.25
44.0,7.925
3.0,26.0
,7.55
30.0,13.0
33.0,8.6542
8.0,29.125
24.0,13.0
41.0,134.5
30.5,8.05
22.0,7.125
47.0,34.0208
43.0,46.9
5.0,27.75
18.0,17.8
29.0,7.8958
27.0,14.4542
,7.75
52.0,93.5
24.0,7.775
21.0,8.6625
36.0,120.0
,8.05
1.0,39.0
22.0,7.25
,7.75
21.0,7.7333
27.0,7.8792
40.0,9.475
,69.55
29.0,30.0
29.0,10.4625
19.0,13.0
21.0,8.05
11.0,46.9
26.0,7.775
18.0,14.4542
18.0,8.05
35.0,52.0
10.0,27.9
20.0,8.05
38.0,90.0
4.0,23.0
18.0,60.0
76.0,78.85
53.0,28.5
57.0,10.5
34.0,13.0
,7.0
24.0,8.85
70.0,71.0
24.0,9.325
26.0,29.0
18.0,23.0
30.0,164.8667
49.0,89.1042
39.0,7.925
27.0,53.1
,8.05
21.0,8.4333
,7.75
41.0,7.85
35.0,83.475
25.0,7.05
29.0,7.925
21.0,8.05
,15.2458
,0.0
,7.75
30.0,31.0
33.0,8.05
42.0,8.6625
52.0,79.65
19.0,14.5
26.0,10.5
,25.7417
20.0,9.825
28.0,10.5
35.0,90.0
45.0,8.05
29.0,7.925
25.0,30.0
18.0,13.0
45.5,7.225
33.0,26.0
38.0,71.2833
,7.2292
,56.4958
,0.0
18.0,7.775
20.0,7.8542
,31.6833
41.0,20.2125
19.0,26.0
21.0,7.75
30.0,15.55
70.5,7.75
,0.0
,14.4583
29.0,22.025
8.0,32.5
39.0,110.8833
,24.15
,7.75
44.0,16.1
50.0,26.0
39.0,24.15
18.0,9.8417
,7.8958
22.0,151.55
28.0,22.525
,7.75
,31.0
47.0,7.0
48.0,25.9292
47.0,14.5
,7.8875
48.0,106.425
,7.775
28.0,7.25
23.0,7.8958
29.0,13.8583
23.0,7.8542
,42.4
27.0,13.8583
,7.8958
,23.45
26.0,22.025
50.0,10.5
45.0,26.25
,21.0
23.0,7.7958
,8.05
62.0,26.55
32.0,22.525
,23.25
23.0,13.9
31.0,21.0
33.0,9.5
19.0,10.5
,8.05
45.0,26.55
17.0,8.6625
,7.2292
65.0,61.9792
36.0,40.125
17.0,7.925
,7.75
,7.225
,12.875
34.0,10.5
17.0,14.4583
23.0,8.05
35.0,7.125
9.0,3.1708
28.0,47.1
29.0,10.5
,7.75
44.0,27.7208
,7.55
25.0,7.8958
48.0,262.375
39.0,108.9
0.8333,29.0
18.0,8.05
22.0,39.6875
18.0,6.4958
,7.225
23.0,82.2667
30.0,56.9292
56.0,35.5
41.0,51.8625
52.0,30.5
19.0,53.1
35.0,7.05
35.0,7.75
30.0,57.75
16.0,39.6875
16.0,10.5
46.0,26.0
,7.75
51.0,12.525
,8.05
26.0,136.7792
15.0,14.4542
,7.75
25.0,41.5792
,7.225
31.0,7.775
22.5,7.225
28.0,35.5
,7.55
38.0,21.0
22.0,66.6
32.5,30.0708
19.0,7.8958
34.0,21.0
30.0,13.0
,7.75
26.0,8.05
,8.05
,7.8792
45.0,164.8667
30.0,7.25
28.0,7.775
36.0,13.0
17.0,12.0
49.0,25.9292
,30.6958
20.0,8.6625
24.0,13.0
,25.4667
28.5,7.2292
,7.05
31.0,26.25
36.0,26.2875
64.0,26.0
,8.1375
,7.7333
36.0,26.0
35.0,26.0
,7.2292
3.0,15.9
17.0,108.9
28.0,7.925
,27.7208
54.0,26.0
30.0,13.0
53.0,51.4792
27.0,12.475
16.0,57.9792
,7.25
,8.05
33.0,20.525
,8.1125
19.0,8.05
7.0,29.125
42.0,8.4042
49.0,56.9292
17.0,8.6625
47.0,227.525
54.0,23.0
29.0,9.5
4.0,13.4167
,7.2292
42.0,26.0
16.0,20.25
39.0,55.9
24.0,83.1583
24.0,82.2667
16.0,8.05
24.0,9.5
,7.7375
52.0,13.5
24.0,7.8542
24.0,31.5
5.0,31.3875
36.0,135.6333
21.0,9.825
37.0,7.925
25.0,7.775
40.0,15.5
28.0,12.65
52.0,78.2667
39.0,31.275
,7.8792
35.0,512.3292
16.0,8.5167
23.0,7.8542
21.0,16.1
,33.0
41.0,15.0458
31.0,13.0
,15.2458
39.0,79.65
56.0,83.1583
9.0,15.9
17.0,7.125
36.0,12.1833
25.0,0.0
36.0,26.3875
,7.75
37.0,7.75
61.0,32.3208
18.0,20.2125
24.0,69.3
,7.2292
,39.6
2.0,21.075
20.0,7.8542
,7.2292
,8.05
14.5,69.55
60.0,79.2
44.0,90.0
,25.4667
3.0,13.775
,15.5
10.0,29.125
,13.8625
28.0,26.0
24.0,37.0042
40.0,15.75
36.0,7.25
34.5,7.8292
,7.575
,15.5
61.0,262.375
13.0,19.5
15.0,211.3375
34.0,8.05
8.0,26.25
42.0,13.0
57.0,164.8667
28.0,82.1708
,7.775
24.0,13.0
19.0,26.0
30.0,10.5
50.0,211.5
32.0,30.5
,56.4958
6.0,31.275
,7.2292
33.0,7.8542
14.0,7.8542
44.0,8.05
22.0,7.75
28.0,10.5
22.0,7.25
30.0,26.0
,0.0
24.0,7.7958
18.0,7.2292
51.0,77.9583
23.0,8.6625
25.0,13.0
19.0,91.0792
40.0,0.0
37.0,90.0
,27.7208
45.0,27.9
59.0,51.4792
39.0,13.4167
32.5,9.5
,30.5
63.0,26.0
43.0,7.8958
29.0,7.875
24.0,7.05
32.0,7.775
40.0,13.0
30.0,151.55
19.0,7.8958
26.0,7.8958
45.5,28.5
50.0,10.5
23.0,15.0458
19.0,7.8958
33.0,26.55
50.0,8.05
,7.7333
60.0,26.55
36.0,10.5
,7.2292
0.3333,14.4
30.0,13.0
45.0,30.0
40.0,13.0
27.0,7.8958
,9.5
25.0,7.2292
,69.55
22.0,7.775
23.0,7.55
,23.45
24.0,7.8958
25.0,10.5
20.0,9.8458
49.0,0.0
9.0,46.9
,69.55
60.0,39.0
32.0,8.3625
34.0,23.0
48.0,39.6
24.0,27.7208
23.0,10.5
57.0,146.5208
,7.8958
24.5,8.05
26.0,7.8542
,7.8792
,8.05
6.0,33.0
4.0,16.7
18.0,7.75
22.0,59.4
27.0,8.6625
40.0,7.225
64.0,83.1583
71.0,49.5042
20.0,7.225
15.0,7.225
47.0,25.5875
8.0,26.0
,15.2458
0.4167,8.5167
20.0,15.7417
29.0,27.7208
47.0,42.4
20.0,9.225
21.0,8.05
55.5,8.05
17.0,10.5
49.0,26.0
,14.4542
24.0,7.75
47.0,10.5
19.0,10.1708
42.0,7.55
27.0,6.975
,24.15
45.0,14.4542
35.0,53.1
29.0,15.2458
38.0,7.8958
,7.8792
25.0,31.5
27.0,7.225
30.0,24.0
27.0,76.7292
25.0,17.8
25.0,7.65
23.0,63.3583
40.0,153.4625
42.0,52.0
22.0,10.5167
0.8333,18.75
7.0,39.6875
51.0,7.75
0.75,13.775
21.0,7.225
24.0,14.5
21.0,73.5
25.0,26.0
21.0,7.8542
,22.3583
,15.5
31.0,164.8667
32.0,73.5
,227.525
25.0,91.0792
14.0,65.0
30.0,7.2292
26.0,8.6625
43.0,55.4417
29.0,23.0
22.0,135.6333
,25.925
33.0,12.275
4.0,81.8583
22.0,8.6625
28.0,9.5
23.0,9.225
28.0,263.0
19.0,36.75
,14.4542
27.0,7.925
21.0,7.775
48.0,36.75
25.0,7.775
17.0,110.8833
32.0,7.8958
,7.75
,7.225
45.0,14.1083
,7.05
64.0,263.0
18.0,7.8792
55.0,93.5
21.0,77.2875
24.0,15.85
,8.05
22.0,10.5
22.0,8.05
31.0,26.25
25.0,7.925
30.0,7.225
39.0,83.1583
39.0,211.3375
36.0,15.55
,23.25
36.0,0.0
45.0,13.5
36.5,26.0
39.0,0.0
21.0,7.7958
27.0,7.8958
30.0,93.5
40.5,7.75
29.0,7.8542
